ΚΑΤΗΓΟΡΙΕΣ/ΕΤΟΣ,,,Πολίτες ΕΕ &
Ομογενείς,,Άδειες Διαμονής
Προσωρινής
Προστασίας,,Πολίτες Τρίτων
Χωρών,,,Αναγνωρισμένοι,,Σ Υ Ν Ο Λ Ο,,
,,,,,,,,,,Πρόσφυγες,,,,
,,,,,,,,,,(Ενεργές ΑΔΕΤ),,,,
,Μάιος 2025,,,262.318,35.452,,,501.093,,90.174,,,889.037,
